distance= 1 timestamp= 1637722584.988009 icmp_seq=1 ttl=64 time=18.3 ms
distance= 1 timestamp= 1637722585.487921 icmp_seq=2 ttl=64 time=15.6 ms
distance= 1 timestamp= 1637722585.981904 icmp_seq=3 ttl=64 time=7.95 ms
distance= 1 timestamp= 1637722586.488522 icmp_seq=4 ttl=64 time=11.3 ms
distance= 1 timestamp= 1637722586.994758 icmp_seq=5 ttl=64 time=14.1 ms
distance= 1 timestamp= 1637722587.492685 icmp_seq=6 ttl=64 time=10.1 ms
distance= 1 timestamp= 1637722587.991460 icmp_seq=7 ttl=64 time=7.67 ms
distance= 1 timestamp= 1637722588.502250 icmp_seq=8 ttl=64 time=14.9 ms
distance= 1 timestamp= 1637722588.998690 icmp_seq=9 ttl=64 time=8.96 ms
distance= 1 timestamp= 1637722589.501759 icmp_seq=10 ttl=64 time=9.31 ms
distance= 1 timestamp= 1637722590.001291 icmp_seq=11 ttl=64 time=6.99 ms
distance= 1 timestamp= 1637722590.503285 icmp_seq=12 ttl=64 time=8.27 ms
distance= 1 timestamp= 1637722591.006024 icmp_seq=13 ttl=64 time=8.29 ms
distance= 1 timestamp= 1637722591.506338 icmp_seq=14 ttl=64 time=8.41 ms
distance= 1 timestamp= 1637722592.006058 icmp_seq=15 ttl=64 time=4.91 ms
distance= 1 timestamp= 1637722592.509910 icmp_seq=16 ttl=64 time=7.92 ms
distance= 1 timestamp= 1637722593.032936 icmp_seq=17 ttl=64 time=28.4 ms
distance= 1 timestamp= 1637722593.519984 icmp_seq=18 ttl=64 time=12.1 ms
distance= 1 timestamp= 1637722594.018640 icmp_seq=19 ttl=64 time=7.69 ms
distance= 1 timestamp= 1637722594.521388 icmp_seq=20 ttl=64 time=7.01 ms
distance= 1 timestamp= 1637722595.027027 icmp_seq=21 ttl=64 time=9.76 ms
distance= 1 timestamp= 1637722595.530472 icmp_seq=22 ttl=64 time=10.6 ms
distance= 1 timestamp= 1637722596.029856 icmp_seq=23 ttl=64 time=8.18 ms
distance= 1 timestamp= 1637722596.532209 icmp_seq=24 ttl=64 time=7.73 ms
distance= 1 timestamp= 1637722597.037513 icmp_seq=25 ttl=64 time=9.83 ms
distance= 1 timestamp= 1637722597.540746 icmp_seq=26 ttl=64 time=10.3 ms
distance= 1 timestamp= 1637722598.037130 icmp_seq=27 ttl=64 time=5.27 ms
distance= 1 timestamp= 1637722598.545278 icmp_seq=28 ttl=64 time=10.2 ms
distance= 1 timestamp= 1637722599.045650 icmp_seq=29 ttl=64 time=9.18 ms
distance= 1 timestamp= 1637722599.547928 icmp_seq=30 ttl=64 time=8.47 ms
distance= 1 timestamp= 1637722600.054119 icmp_seq=31 ttl=64 time=12.3 ms
distance= 1 timestamp= 1637722600.553395 icmp_seq=32 ttl=64 time=8.59 ms
distance= 1 timestamp= 1637722601.060539 icmp_seq=33 ttl=64 time=14.0 ms
distance= 1 timestamp= 1637722601.558437 icmp_seq=34 ttl=64 time=8.69 ms
distance= 1 timestamp= 1637722602.060673 icmp_seq=35 ttl=64 time=9.27 ms
distance= 1 timestamp= 1637722602.570163 icmp_seq=36 ttl=64 time=15.3 ms
distance= 1 timestamp= 1637722603.064297 icmp_seq=37 ttl=64 time=8.09 ms
distance= 1 timestamp= 1637722603.570287 icmp_seq=38 ttl=64 time=11.1 ms
distance= 1 timestamp= 1637722604.069404 icmp_seq=39 ttl=64 time=9.09 ms
distance= 1 timestamp= 1637722604.573157 icmp_seq=40 ttl=64 time=11.5 ms
distance= 1 timestamp= 1637722605.069155 icmp_seq=41 ttl=64 time=5.68 ms
distance= 1 timestamp= 1637722605.573320 icmp_seq=42 ttl=64 time=8.19 ms
distance= 1 timestamp= 1637722606.079047 icmp_seq=43 ttl=64 time=12.6 ms
distance= 1 timestamp= 1637722606.577731 icmp_seq=44 ttl=64 time=9.54 ms
distance= 1 timestamp= 1637722607.078312 icmp_seq=45 ttl=64 time=8.11 ms
distance= 1 timestamp= 1637722607.585167 icmp_seq=46 ttl=64 time=12.5 ms
distance= 1 timestamp= 1637722608.082135 icmp_seq=47 ttl=64 time=6.89 ms
distance= 1 timestamp= 1637722608.590405 icmp_seq=48 ttl=64 time=12.4 ms
distance= 1 timestamp= 1637722609.096517 icmp_seq=49 ttl=64 time=15.5 ms
distance= 1 timestamp= 1637722609.594906 icmp_seq=50 ttl=64 time=10.5 ms
distance= 1 timestamp= 1637722610.102655 icmp_seq=51 ttl=64 time=16.0 ms
distance= 1 timestamp= 1637722610.596374 icmp_seq=52 ttl=64 time=8.48 ms
distance= 1 timestamp= 1637722611.099078 icmp_seq=53 ttl=64 time=10.1 ms
distance= 1 timestamp= 1637722611.600178 icmp_seq=54 ttl=64 time=8.49 ms
distance= 1 timestamp= 1637722612.105572 icmp_seq=55 ttl=64 time=10.8 ms
distance= 1 timestamp= 1637722612.604186 icmp_seq=56 ttl=64 time=5.83 ms
distance= 1 timestamp= 1637722613.118711 icmp_seq=57 ttl=64 time=17.0 ms
distance= 1 timestamp= 1637722613.608295 icmp_seq=58 ttl=64 time=5.11 ms
distance= 1 timestamp= 1637722614.114897 icmp_seq=59 ttl=64 time=10.2 ms
distance= 1 timestamp= 1637722614.613693 icmp_seq=60 ttl=64 time=7.04 ms
distance= 1 timestamp= 1637722615.121098 icmp_seq=61 ttl=64 time=12.3 ms
distance= 1 timestamp= 1637722615.623504 icmp_seq=62 ttl=64 time=13.3 ms
distance= 1 timestamp= 1637722616.123124 icmp_seq=63 ttl=64 time=10.0 ms
distance= 1 timestamp= 1637722616.622306 icmp_seq=64 ttl=64 time=7.95 ms
distance= 1 timestamp= 1637722617.137605 icmp_seq=65 ttl=64 time=20.1 ms
distance= 1 timestamp= 1637722617.624297 icmp_seq=66 ttl=64 time=5.40 ms
distance= 1 timestamp= 1637722618.135456 icmp_seq=67 ttl=64 time=14.1 ms
distance= 1 timestamp= 1637722618.627014 icmp_seq=68 ttl=64 time=4.77 ms
distance= 1 timestamp= 1637722619.139634 icmp_seq=69 ttl=64 time=15.0 ms
distance= 1 timestamp= 1637722619.633462 icmp_seq=70 ttl=64 time=6.16 ms
distance= 1 timestamp= 1637722620.141557 icmp_seq=71 ttl=64 time=13.0 ms
distance= 1 timestamp= 1637722620.638281 icmp_seq=72 ttl=64 time=7.36 ms
distance= 1 timestamp= 1637722621.148488 icmp_seq=73 ttl=64 time=15.9 ms
distance= 1 timestamp= 1637722621.643567 icmp_seq=74 ttl=64 time=8.36 ms
distance= 1 timestamp= 1637722622.145943 icmp_seq=75 ttl=64 time=8.36 ms
distance= 1 timestamp= 1637722622.655432 icmp_seq=76 ttl=64 time=14.8 ms
distance= 1 timestamp= 1637722623.149748 icmp_seq=77 ttl=64 time=8.37 ms
distance= 1 timestamp= 1637722623.650972 icmp_seq=78 ttl=64 time=6.65 ms
distance= 1 timestamp= 1637722624.187001 icmp_seq=79 ttl=64 time=39.1 ms
distance= 1 timestamp= 1637722624.663198 icmp_seq=80 ttl=64 time=12.8 ms
distance= 1 timestamp= 1637722625.161825 icmp_seq=81 ttl=64 time=7.93 ms
distance= 1 timestamp= 1637722625.661761 icmp_seq=82 ttl=64 time=5.19 ms
distance= 1 timestamp= 1637722626.165862 icmp_seq=83 ttl=64 time=6.57 ms
distance= 1 timestamp= 1637722626.668087 icmp_seq=84 ttl=64 time=5.42 ms
distance= 1 timestamp= 1637722627.173260 icmp_seq=85 ttl=64 time=7.57 ms
distance= 1 timestamp= 1637722627.676022 icmp_seq=86 ttl=64 time=7.21 ms
distance= 1 timestamp= 1637722628.182430 icmp_seq=87 ttl=64 time=10.5 ms
distance= 1 timestamp= 1637722628.682808 icmp_seq=88 ttl=64 time=7.88 ms
distance= 1 timestamp= 1637722629.192297 icmp_seq=89 ttl=64 time=14.5 ms
distance= 1 timestamp= 1637722629.686037 icmp_seq=90 ttl=64 time=7.39 ms
distance= 1 timestamp= 1637722630.195439 icmp_seq=91 ttl=64 time=13.6 ms
distance= 1 timestamp= 1637722630.697068 icmp_seq=92 ttl=64 time=12.8 ms
distance= 1 timestamp= 1637722631.196474 icmp_seq=93 ttl=64 time=10.9 ms
distance= 1 timestamp= 1637722631.698069 icmp_seq=94 ttl=64 time=10.3 ms
distance= 1 timestamp= 1637722632.196138 icmp_seq=95 ttl=64 time=7.50 ms
distance= 1 timestamp= 1637722632.700140 icmp_seq=96 ttl=64 time=9.54 ms
distance= 1 timestamp= 1637722633.227360 icmp_seq=97 ttl=64 time=35.1 ms
distance= 1 timestamp= 1637722633.703044 icmp_seq=98 ttl=64 time=8.68 ms
distance= 1 timestamp= 1637722634.209495 icmp_seq=99 ttl=64 time=11.8 ms
distance= 1 timestamp= 1637722634.712614 icmp_seq=100 ttl=64 time=13.9 ms
distance= 1 timestamp= 1637722635.212390 icmp_seq=101 ttl=64 time=10.9 ms
distance= 1 timestamp= 1637722635.709080 icmp_seq=102 ttl=64 time=6.67 ms
distance= 1 timestamp= 1637722636.218947 icmp_seq=103 ttl=64 time=13.0 ms
distance= 1 timestamp= 1637722636.712673 icmp_seq=104 ttl=64 time=5.55 ms
distance= 1 timestamp= 1637722637.221930 icmp_seq=105 ttl=64 time=11.5 ms
distance= 1 timestamp= 1637722637.721286 icmp_seq=106 ttl=64 time=9.30 ms
distance= 1 timestamp= 1637722638.224293 icmp_seq=107 ttl=64 time=9.84 ms
distance= 1 timestamp= 1637722638.721532 icmp_seq=108 ttl=64 time=4.97 ms
distance= 1 timestamp= 1637722639.227230 icmp_seq=109 ttl=64 time=7.90 ms
distance= 1 timestamp= 1637722639.730156 icmp_seq=110 ttl=64 time=8.10 ms
distance= 1 timestamp= 1637722640.236426 icmp_seq=111 ttl=64 time=12.9 ms
distance= 1 timestamp= 1637722640.752931 icmp_seq=112 ttl=64 time=26.7 ms
distance= 1 timestamp= 1637722641.243054 icmp_seq=113 ttl=64 time=13.5 ms
distance= 1 timestamp= 1637722641.738772 icmp_seq=114 ttl=64 time=6.91 ms
distance= 1 timestamp= 1637722642.246668 icmp_seq=115 ttl=64 time=11.9 ms
