num,test,mac,time
0,test,"[{'mac': 'Device 2', 'rssi': -38}]",0
1,test,"[{'mac': 'Device 2', 'rssi': -35}]",7
2,test,"[{'mac': 'Device 2', 'rssi': -43}]",12
6,test,"[{'mac': 'Device 2', 'rssi': -11}]",54
8,test,"[{'mac': 'Device 2', 'rssi': -11}]",106
10,test,"[{'mac': 'Device 2', 'rssi': -11}]",163
11,test,"[{'mac': 'Device 1', 'rssi': -33}, {'mac': 'Device 2', 'rssi': -51}]",228
12,test,"[{'mac': 'Device 2', 'rssi': -41}]",233
13,test,"[{'mac': 'Device 2', 'rssi': -41}]",239
14,test,"[{'mac': 'Device 1', 'rssi': -45}, {'mac': 'Device 2', 'rssi': -39}]",245
16,test,"[{'mac': 'Device 1', 'rssi': -39}, {'mac': 'Device 2', 'rssi': -33}]",275
19,test,"[{'mac': 'Device 1', 'rssi': -33}]",294
21,test,"[{'mac': 'Device 1', 'rssi': -23}]",305
22,test,"[{'mac': 'Device 1', 'rssi': -13}]",312
24,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -13}]",324
25,test,"[{'mac': 'Device 2', 'rssi': -25}]",329
26,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -15}]",335
28,test,"[{'mac': 'Device 1', 'rssi': -65}]",347
29,test,"[{'mac': 'Device 1', 'rssi': -13}]",352
31,test,"[{'mac': 'Device 1', 'rssi': -15}]",364
32,test,"[{'mac': 'Device 2', 'rssi': -25}]",370
33,test,"[{'mac': 'Device 1', 'rssi': -18}, {'mac': 'Device 2', 'rssi': -25}]",376
35,test,"[{'mac': 'Device 2', 'rssi': -25}]",388
38,test,"[{'mac': 'Device 2', 'rssi': -25}]",406
43,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -13}]",436
45,test,"[{'mac': 'Device 1', 'rssi': -13}]",448
46,test,"[{'mac': 'Device 2', 'rssi': -25}]",454
47,test,"[{'mac': 'Device 1', 'rssi': -19}, {'mac': 'Device 2', 'rssi': -25}]",460
48,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -15}]",465
49,test,"[{'mac': 'Device 2', 'rssi': -25}]",471
51,test,"[{'mac': 'Device 1', 'rssi': -15}]",483
53,test,"[{'mac': 'Device 2', 'rssi': -23}]",494
55,test,"[{'mac': 'Device 1', 'rssi': -13}, {'mac': 'Device 2', 'rssi': -25}]",506
57,test,"[{'mac': 'Device 1', 'rssi': -15}, {'mac': 'Device 2', 'rssi': -25}]",517
58,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -19}]",523
61,test,"[{'mac': 'Device 2', 'rssi': -25}]",547
64,test,"[{'mac': 'Device 2', 'rssi': -25}]",564
67,test,"[{'mac': 'Device 2', 'rssi': -24}]",586
68,test,"[{'mac': 'Device 2', 'rssi': -25}]",592
69,test,"[{'mac': 'Device 2', 'rssi': -23}]",598
70,test,"[{'mac': 'Device 2', 'rssi': -24}]",604
72,test,"[{'mac': 'Device 2', 'rssi': -25}]",616
74,test,"[{'mac': 'Device 1', 'rssi': -15}, {'mac': 'Device 2', 'rssi': -25}]",628
75,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -13}]",633
77,test,"[{'mac': 'Device 2', 'rssi': -25}]",645
79,test,"[{'mac': 'Device 2', 'rssi': -25}]",657
84,test,"[{'mac': 'Device 2', 'rssi': -25}]",695
88,test,"[{'mac': 'Device 2', 'rssi': -24}]",719
89,test,"[{'mac': 'Device 1', 'rssi': -18}, {'mac': 'Device 2', 'rssi': -25}]",724
91,test,"[{'mac': 'Device 2', 'rssi': -25}]",736
93,test,"[{'mac': 'Device 2', 'rssi': -25}]",748
94,test,"[{'mac': 'Device 2', 'rssi': -25}]",754
96,test,"[{'mac': 'Device 2', 'rssi': -25}]",766
98,test,"[{'mac': 'Device 1', 'rssi': -17}, {'mac': 'Device 2', 'rssi': -25}]",779
101,test,"[{'mac': 'Device 2', 'rssi': -25}]",798
102,test,"[{'mac': 'Device 2', 'rssi': -25}]",804
106,test,"[{'mac': 'Device 1', 'rssi': -15}, {'mac': 'Device 2', 'rssi': -25}]",827
109,test,"[{'mac': 'Device 1', 'rssi': -17}, {'mac': 'Device 2', 'rssi': -25}]",845
111,test,"[{'mac': 'Device 1', 'rssi': -15}, {'mac': 'Device 2', 'rssi': -24}]",856
112,test,"[{'mac': 'Device 2', 'rssi': -25}]",862
114,test,"[{'mac': 'Device 1', 'rssi': -14}]",875
116,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -15}]",887
117,test,"[{'mac': 'Device 1', 'rssi': -14}]",892
120,test,"[{'mac': 'Device 2', 'rssi': -25}]",910
123,test,"[{'mac': 'Device 1', 'rssi': -15}]",927
124,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -17}]",938
125,test,"[{'mac': 'Device 2', 'rssi': -25}]",946
127,test,"[{'mac': 'Device 2', 'rssi': -25}]",958
128,test,"[{'mac': 'Device 2', 'rssi': -25}, {'mac': 'Device 1', 'rssi': -17}]",965
130,test,"[{'mac': 'Device 2', 'rssi': -23}, {'mac': 'Device 1', 'rssi': -15}]",977
132,test,"[{'mac': 'Device 2', 'rssi': -25}]",988
135,test,"[{'mac': 'Device 1', 'rssi': -15}]",1005
137,test,"[{'mac': 'Device 2', 'rssi': -25}]",1017
142,test,"[{'mac': 'Device 1', 'rssi': -37}]",2310
148,test,"[{'mac': 'Device 1', 'rssi': -39}]",2337
152,test,"[{'mac': 'Device 1', 'rssi': -36}]",2362
153,test,"[{'mac': 'Device 2', 'rssi': -47}]",2367
154,test,"[{'mac': 'Device 1', 'rssi': -35}]",2371
155,test,"[{'mac': 'Device 2', 'rssi': -35}]",2373
526,test_test,"[{'mac': 'Device 1', 'rssi': -43}]",3
527,test_test,"[{'mac': 'Device 2', 'rssi': -39}]",5
530,test_test,"[{'mac': 'Device 2', 'rssi': -51}]",12
532,test_test,"[{'mac': 'Device 1', 'rssi': -43}, {'mac': 'Device 2', 'rssi': -43}]",23
533,test_test,"[{'mac': 'Device 2', 'rssi': -47}]",25
534,test_test,"[{'mac': 'Device 2', 'rssi': -45}]",27
536,test_test,"[{'mac': 'Device 1', 'rssi': -31}]",30
539,test_test,"[{'mac': 'Device 2', 'rssi': -43}]",39
540,test_test,"[{'mac': 'Device 2', 'rssi': -39}]",42
541,test_test,"[{'mac': 'Device 2', 'rssi': -47}]",45
544,test_test,"[{'mac': 'Device 2', 'rssi': -41}]",61
545,test_test,"[{'mac': 'Device 2', 'rssi': -55}]",63
546,test_test,"[{'mac': 'Device 2', 'rssi': -41}]",64
548,test_test,"[{'mac': 'Device 2', 'rssi': -43}]",74
549,test_test,"[{'mac': 'Device 2', 'rssi': -49}]",75
550,test_test,"[{'mac': 'Device 2', 'rssi': -39}]",77
551,test_test,"[{'mac': 'Device 1', 'rssi': -35}]",80
552,test_test,"[{'mac': 'Device 2', 'rssi': -37}]",81
553,test_test,"[{'mac': 'Device 2', 'rssi': -39}]",86
555,test_test,"[{'mac': 'Device 1', 'rssi': -55}]",91
558,test_test,"[{'mac': 'Device 2', 'rssi': -36}]",105
559,test_test,"[{'mac': 'Device 2', 'rssi': -35}, {'mac': 'Device 1', 'rssi': -35}]",107
560,test_test,"[{'mac': 'Device 1', 'rssi': -37}]",111
563,test_test,"[{'mac': 'Device 2', 'rssi': -35}]",118
565,test_test,"[{'mac': 'Device 2', 'rssi': -33}]",125
566,test_test,"[{'mac': 'Device 1', 'rssi': -41}]",126
567,test_test,"[{'mac': 'Device 2', 'rssi': -39}]",128
568,test_test,"[{'mac': 'Device 2', 'rssi': -37}]",131
570,test_test,"[{'mac': 'Device 2', 'rssi': -39}]",134
571,test_test,"[{'mac': 'Device 2', 'rssi': -36}]",135
573,test_test,"[{'mac': 'Device 2', 'rssi': -41}]",144
574,test_test,"[{'mac': 'Device 2', 'rssi': -37}]",147
575,test_test,"[{'mac': 'Device 1', 'rssi': -31}]",149
703,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 1', 'rssi': -37}]",0
705,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 1', 'rssi': -49}]",6
706,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 2', 'rssi': -51}]",8
708,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 1', 'rssi': -54}, {'mac': 'Device 2', 'rssi': -44}]",16
709,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 1', 'rssi': -57}, {'mac': 'Device 2', 'rssi': -53}]",18
710,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 2', 'rssi': -56}, {'mac': 'Device 1', 'rssi': -59}]",21
711,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 2', 'rssi': -52}, {'mac': 'Device 1', 'rssi': -57}]",24
712,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 2', 'rssi': -51}]",26
713,walk 30m 1m/s devices 0m try1,"[{'mac': 'Device 1', 'rssi': -57}]",32
714,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -47}, {'mac': 'Device 1', 'rssi': -43}]",0
716,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -47}, {'mac': 'Device 1', 'rssi': -63}]",6
717,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -65}]",9
718,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -65}]",10
719,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -51}, {'mac': 'Device 1', 'rssi': -63}]",12
720,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -57}]",13
721,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -79}, {'mac': 'Device 2', 'rssi': -49}]",15
722,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -49}]",17
723,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -52}]",18
724,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -59}]",20
725,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -63}]",21
726,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -65}]",24
727,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -41}]",26
728,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 2', 'rssi': -59}, {'mac': 'Device 1', 'rssi': -65}]",27
729,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -65}]",29
730,walk 30m 1m/s devices 0m try10,"[{'mac': 'Device 1', 'rssi': -69}]",31
731,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -29}]",0
732,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -67}]",11
733,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -60}, {'mac': 'Device 2', 'rssi': -55}]",13
734,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -61}, {'mac': 'Device 2', 'rssi': -53}]",15
736,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -81}]",18
737,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -65}]",19
738,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 2', 'rssi': -63}]",21
739,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 2', 'rssi': -57}]",24
740,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -64}]",26
741,walk 30m 1m/s devices 0m try2,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -45}]",31
743,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -33}]",0
744,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -43}]",2
745,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -53}]",5
746,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -57}]",8
747,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -61}]",10
748,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -60}, {'mac': 'Device 2', 'rssi': -59}]",13
749,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -57}, {'mac': 'Device 2', 'rssi': -54}]",15
750,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 2', 'rssi': -53}]",16
751,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 2', 'rssi': -59}, {'mac': 'Device 1', 'rssi': -59}]",18
752,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 2', 'rssi': -59}, {'mac': 'Device 1', 'rssi': -55}]",20
753,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -59}]",22
754,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 2', 'rssi': -61}, {'mac': 'Device 1', 'rssi': -57}]",24
755,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -61}]",25
756,walk 30m 1m/s devices 0m try3,"[{'mac': 'Device 1', 'rssi': -59}]",27
757,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 1', 'rssi': -49}]",0
758,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 1', 'rssi': -59}]",18
759,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 2', 'rssi': -50}, {'mac': 'Device 1', 'rssi': -58}]",20
760,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 2', 'rssi': -61}, {'mac': 'Device 1', 'rssi': -61}]",21
761,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 1', 'rssi': -58}, {'mac': 'Device 2', 'rssi': -56}]",22
762,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 1', 'rssi': -61}, {'mac': 'Device 2', 'rssi': -54}]",24
763,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 2', 'rssi': -57}]",27
764,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 2', 'rssi': -61}]",28
765,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 1', 'rssi': -57}]",30
767,walk 30m 1m/s devices 0m try4,"[{'mac': 'Device 1', 'rssi': -57}]",36
768,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -41}]",0
769,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 1', 'rssi': -59}]",6
770,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 1', 'rssi': -65}]",8
773,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -61}]",12
774,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -51}]",13
775,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -51}]",15
776,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 1', 'rssi': -37}]",16
777,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -67}, {'mac': 'Device 1', 'rssi': -64}]",19
778,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -59}]",21
779,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -61}]",22
780,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 1', 'rssi': -63}]",25
782,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 1', 'rssi': -61}]",30
783,walk 30m 1m/s devices 0m try5,"[{'mac': 'Device 2', 'rssi': -53}]",32
784,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 1', 'rssi': -47}, {'mac': 'Device 2', 'rssi': -57}]",0
786,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 1', 'rssi': -57}]",5
787,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 2', 'rssi': -50}, {'mac': 'Device 1', 'rssi': -57}]",12
788,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 2', 'rssi': -51}, {'mac': 'Device 1', 'rssi': -57}]",14
789,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 2', 'rssi': -49}]",17
790,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 1', 'rssi': -61}, {'mac': 'Device 2', 'rssi': -51}]",18
791,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 1', 'rssi': -59}]",22
792,walk 30m 1m/s devices 0m try6,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -37}]",30
793,walk 30m 1m/s devices 0m try7,"[{'mac': 'Device 2', 'rssi': -45}, {'mac': 'Device 1', 'rssi': -45}]",0
794,walk 30m 1m/s devices 0m try7,"[{'mac': 'Device 2', 'rssi': -51}]",18
795,walk 30m 1m/s devices 0m try7,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -53}]",21
796,walk 30m 1m/s devices 0m try7,"[{'mac': 'Device 1', 'rssi': -55}]",23
798,walk 30m 1m/s devices 0m try7,"[{'mac': 'Device 1', 'rssi': -58}]",30
799,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -60}, {'mac': 'Device 1', 'rssi': -33}]",0
800,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 1', 'rssi': -59}]",8
801,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -45}, {'mac': 'Device 1', 'rssi': -59}]",9
802,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 1', 'rssi': -57}]",11
803,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -50}, {'mac': 'Device 1', 'rssi': -59}]",14
804,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -47}]",15
805,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -43}]",19
806,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -49}, {'mac': 'Device 1', 'rssi': -55}]",20
807,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 1', 'rssi': -48}, {'mac': 'Device 2', 'rssi': -51}]",23
808,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 2', 'rssi': -39}]",29
809,walk 30m 1m/s devices 0m try8,"[{'mac': 'Device 1', 'rssi': -57}]",31
810,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 2', 'rssi': -45}]",0
811,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 2', 'rssi': -51}]",2
812,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -61}]",5
813,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -61}]",6
814,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -63}, {'mac': 'Device 2', 'rssi': -55}]",7
815,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -62}]",9
816,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -61}]",10
817,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -65}, {'mac': 'Device 2', 'rssi': -57}]",12
818,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -58}]",13
819,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -35}, {'mac': 'Device 2', 'rssi': -61}]",15
820,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 2', 'rssi': -53}]",18
821,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -65}, {'mac': 'Device 2', 'rssi': -57}]",19
822,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -63}]",21
823,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 2', 'rssi': -61}, {'mac': 'Device 1', 'rssi': -63}]",23
824,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -63}]",25
825,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -61}]",26
826,walk 30m 1m/s devices 0m try9,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -61}]",30
577,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -47}]",4
578,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 1', 'rssi': -57}]",5
579,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 1', 'rssi': -61}]",7
580,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -61}]",8
581,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 1', 'rssi': -57}]",10
582,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -61}]",11
583,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -59}]",13
584,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 1', 'rssi': -71}]",16
585,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -63}, {'mac': 'Device 1', 'rssi': -63}]",17
586,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 1', 'rssi': -61}, {'mac': 'Device 2', 'rssi': -57}]",19
587,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -51}, {'mac': 'Device 1', 'rssi': -59}]",22
588,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -61}]",27
589,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -65}]",32
590,walk 30m 1m/s devices 1.5m try1,"[{'mac': 'Device 2', 'rssi': -63}]",34
591,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -31}]",0
592,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -35}]",5
593,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -62}, {'mac': 'Device 2', 'rssi': -60}]",8
594,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 2', 'rssi': -61}]",9
595,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -61}]",12
596,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -55}]",16
597,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 2', 'rssi': -67}]",20
598,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -63}]",22
599,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -57}]",25
600,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 1', 'rssi': -59}, {'mac': 'Device 2', 'rssi': -61}]",26
601,walk 30m 1m/s devices 1.5m try10,"[{'mac': 'Device 2', 'rssi': -57}]",28
602,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 2', 'rssi': -39}]",0
603,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 2', 'rssi': -47}]",2
604,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 2', 'rssi': -65}]",4
605,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -55}]",6
606,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -55}, {'mac': 'Device 2', 'rssi': -63}]",8
607,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -61}]",9
608,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 2', 'rssi': -63}]",12
609,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 2', 'rssi': -41}]",14
610,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -61}]",17
611,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -59}]",18
613,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -59}]",26
614,walk 30m 1m/s devices 1.5m try2,"[{'mac': 'Device 1', 'rssi': -61}]",27
616,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 1', 'rssi': -31}]",0
617,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -51}]",3
618,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -58}]",5
619,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -53}]",6
620,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 1', 'rssi': -51}]",7
621,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -61}]",9
622,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -69}]",12
623,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -51}]",14
624,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 2', 'rssi': -63}, {'mac': 'Device 1', 'rssi': -63}]",15
625,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 1', 'rssi': -61}]",17
626,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 1', 'rssi': -61}]",18
627,walk 30m 1m/s devices 1.5m try3,"[{'mac': 'Device 1', 'rssi': -65}]",21
629,walk 30m 1m/s devices 1.5m try4,"[{'mac': 'Device 2', 'rssi': -49}]",0
630,walk 30m 1m/s devices 1.5m try4,"[{'mac': 'Device 2', 'rssi': -59}]",5
632,walk 30m 1m/s devices 1.5m try4,"[{'mac': 'Device 2', 'rssi': -65}]",17
633,walk 30m 1m/s devices 1.5m try4,"[{'mac': 'Device 2', 'rssi': -67}]",22
635,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -31}]",0
636,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 2', 'rssi': -53}, {'mac': 'Device 1', 'rssi': -41}]",1
637,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 2', 'rssi': -48}, {'mac': 'Device 1', 'rssi': -43}]",3
638,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -43}]",4
640,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -48}, {'mac': 'Device 2', 'rssi': -59}]",9
641,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 2', 'rssi': -50}, {'mac': 'Device 1', 'rssi': -55}]",11
642,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -53}]",12
643,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -51}]",14
644,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -55}]",15
646,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 2', 'rssi': -35}]",21
647,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 1', 'rssi': -57}, {'mac': 'Device 2', 'rssi': -47}]",22
648,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 2', 'rssi': -60}, {'mac': 'Device 1', 'rssi': -55}]",25
649,walk 30m 1m/s devices 1.5m try5,"[{'mac': 'Device 2', 'rssi': -57}]",27
650,walk 30m 1m/s devices 1.5m try6,"[{'mac': 'Device 1', 'rssi': -31}]",0
