num,test,mac,time
1370,Reading at certain dis,"[{'mac': 'Device 1', 'rssi': -51}, {'mac': 'Device 2', 'rssi': -55}]",1140
1371,Reading at certain dis,"[{'mac': 'Device 1', 'rssi': -49}]",1142
1372,Reading at certain dis,"[{'mac': 'Device 2', 'rssi': -55}]",1144
1373,Reading at certain dis,"[{'mac': 'Device 2', 'rssi': -57}]",1148
1375,Reading at certain dis,"[{'mac': 'Device 2', 'rssi': -65}, {'mac': 'Device 1', 'rssi': -59}]",1160
1377,Reading at certain dis,"[{'mac': 'Device 1', 'rssi': -19}]",1169
1379,Reading at certain dis,"[{'mac': 'Device 2', 'rssi': -19}]",1173
1380,Reading at certain dis,"[{'mac': 'Device 2', 'rssi': -61}]",1176
1382,Reading at certain dis,"[{'mac': 'Device 1', 'rssi': -55}]",1181
1383,Reading at certain dis,"[{'mac': 'Device 2', 'rssi': -55}]",1182
1384,walking 30m,"[{'mac': 'Device 1', 'rssi': -37}]",0
1385,walking 30m,"[{'mac': 'Device 1', 'rssi': -54}]",4
1389,walking 30m,"[{'mac': 'Device 2', 'rssi': -53}]",25
1393,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}]",44
1394,walking 30m,"[{'mac': 'Device 2', 'rssi': -53}]",46
1396,walking 30m,"[{'mac': 'Device 2', 'rssi': -45}]",50
1397,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",51
1398,walking 30m,"[{'mac': 'Device 2', 'rssi': -43}]",53
1399,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",54
1400,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",56
1401,walking 30m,"[{'mac': 'Device 2', 'rssi': -37}]",62
1402,walking 30m,"[{'mac': 'Device 2', 'rssi': -41}]",63
1403,walking 30m,"[{'mac': 'Device 2', 'rssi': -41}]",65
1404,walking 30m,"[{'mac': 'Device 2', 'rssi': -41}]",66
1405,walking 30m,"[{'mac': 'Device 2', 'rssi': -43}]",68
1406,walking 30m,"[{'mac': 'Device 2', 'rssi': -40}]",70
1407,walking 30m,"[{'mac': 'Device 2', 'rssi': -43}]",71
1410,walking 30m,"[{'mac': 'Device 2', 'rssi': -37}]",92
1412,walking 30m,"[{'mac': 'Device 1', 'rssi': -43}, {'mac': 'Device 2', 'rssi': -41}]",100
1413,walking 30m,"[{'mac': 'Device 2', 'rssi': -46}, {'mac': 'Device 1', 'rssi': -41}]",102
1414,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",103
1415,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",105
1416,walking 30m,"[{'mac': 'Device 2', 'rssi': -42}]",106
1418,walking 30m,"[{'mac': 'Device 2', 'rssi': -44}]",110
1419,walking 30m,"[{'mac': 'Device 1', 'rssi': -39}]",114
1420,walking 30m,"[{'mac': 'Device 1', 'rssi': -45}]",119
1421,walking 30m,"[{'mac': 'Device 2', 'rssi': -49}]",122
1423,walking 30m,"[{'mac': 'Device 2', 'rssi': -42}]",125
1424,walking 30m,"[{'mac': 'Device 2', 'rssi': -39}]",127
1425,walking 30m,"[{'mac': 'Device 2', 'rssi': -41}]",129
1426,walking 30m,"[{'mac': 'Device 2', 'rssi': -43}]",130
1429,walking 30m,"[{'mac': 'Device 1', 'rssi': -41}]",142
1431,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",149
1432,walking 30m,"[{'mac': 'Device 2', 'rssi': -53}, {'mac': 'Device 1', 'rssi': -41}]",150
1433,walking 30m,"[{'mac': 'Device 2', 'rssi': -57}, {'mac': 'Device 1', 'rssi': -41}]",152
1434,walking 30m,"[{'mac': 'Device 2', 'rssi': -50}, {'mac': 'Device 1', 'rssi': -43}]",154
1435,walking 30m,"[{'mac': 'Device 2', 'rssi': -43}]",155
1436,walking 30m,"[{'mac': 'Device 2', 'rssi': -51}, {'mac': 'Device 1', 'rssi': -45}]",157
1437,walking 30m,"[{'mac': 'Device 1', 'rssi': -58}]",158
1438,walking 30m,"[{'mac': 'Device 1', 'rssi': -41}]",160
1439,walking 30m,"[{'mac': 'Device 1', 'rssi': -43}]",164
1440,walking 30m,"[{'mac': 'Device 1', 'rssi': -41}]",165
1441,walking 30m,"[{'mac': 'Device 1', 'rssi': -47}]",167
1442,walking 30m,"[{'mac': 'Device 1', 'rssi': -49}]",171
1443,walking 30m,"[{'mac': 'Device 1', 'rssi': -49}]",173
1444,walking 30m,"[{'mac': 'Device 1', 'rssi': -45}]",175
1445,walking 30m,"[{'mac': 'Device 1', 'rssi': -47}]",176
1447,walking 30m,"[{'mac': 'Device 1', 'rssi': -43}]",179
1448,walking 30m,"[{'mac': 'Device 1', 'rssi': -51}]",181
1449,walking 30m,"[{'mac': 'Device 1', 'rssi': -51}]",182
1450,walking 30m,"[{'mac': 'Device 1', 'rssi': -59}]",186
1451,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}]",188
1452,walking 30m,"[{'mac': 'Device 2', 'rssi': -59}]",189
1453,walking 30m,"[{'mac': 'Device 2', 'rssi': -51}]",191
1454,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",192
1455,walking 30m,"[{'mac': 'Device 2', 'rssi': -45}]",194
1456,walking 30m,"[{'mac': 'Device 2', 'rssi': -45}, {'mac': 'Device 1', 'rssi': -65}]",195
1457,walking 30m,"[{'mac': 'Device 2', 'rssi': -45}]",197
1458,walking 30m,"[{'mac': 'Device 2', 'rssi': -49}, {'mac': 'Device 1', 'rssi': -53}]",202
1459,walking 30m,"[{'mac': 'Device 1', 'rssi': -49}, {'mac': 'Device 2', 'rssi': -49}]",204
1460,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}]",206
1461,walking 30m,"[{'mac': 'Device 2', 'rssi': -42}]",207
1462,walking 30m,"[{'mac': 'Device 2', 'rssi': -41}]",209
1463,walking 30m,"[{'mac': 'Device 2', 'rssi': -43}]",210
1464,walking 30m,"[{'mac': 'Device 1', 'rssi': -51}]",212
1465,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}]",213
1466,walking 30m,"[{'mac': 'Device 1', 'rssi': -51}, {'mac': 'Device 2', 'rssi': -59}]",215
1467,walking 30m,"[{'mac': 'Device 2', 'rssi': -49}, {'mac': 'Device 1', 'rssi': -57}]",216
1468,walking 30m,"[{'mac': 'Device 2', 'rssi': -57}, {'mac': 'Device 1', 'rssi': -57}]",218
1469,walking 30m,"[{'mac': 'Device 2', 'rssi': -41}, {'mac': 'Device 1', 'rssi': -57}]",219
1470,walking 30m,"[{'mac': 'Device 2', 'rssi': -52}, {'mac': 'Device 1', 'rssi': -53}]",221
1471,walking 30m,"[{'mac': 'Device 2', 'rssi': -55}, {'mac': 'Device 1', 'rssi': -55}]",222
1472,walking 30m,"[{'mac': 'Device 2', 'rssi': -53}, {'mac': 'Device 1', 'rssi': -43}]",225
1473,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}]",227
1474,walking 30m,"[{'mac': 'Device 1', 'rssi': -58}]",228
1475,walking 30m,"[{'mac': 'Device 1', 'rssi': -57}]",230
1476,walking 30m,"[{'mac': 'Device 2', 'rssi': -37}]",232
1477,walking 30m,"[{'mac': 'Device 1', 'rssi': -56}]",233
1478,walking 30m,"[{'mac': 'Device 1', 'rssi': -49}]",235
1479,walking 30m,"[{'mac': 'Device 1', 'rssi': -47}]",238
1481,walking 30m,"[{'mac': 'Device 1', 'rssi': -43}]",243
1482,walking 30m,"[{'mac': 'Device 1', 'rssi': -49}]",248
1483,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}]",250
1484,walking 30m,"[{'mac': 'Device 1', 'rssi': -47}]",252
1486,walking 30m,"[{'mac': 'Device 2', 'rssi': -61}]",284
1487,walking 30m,"[{'mac': 'Device 1', 'rssi': -47}, {'mac': 'Device 2', 'rssi': -55}]",286
1488,walking 30m,"[{'mac': 'Device 2', 'rssi': -53}, {'mac': 'Device 1', 'rssi': -49}]",287
1489,walking 30m,"[{'mac': 'Device 1', 'rssi': -44}, {'mac': 'Device 2', 'rssi': -51}]",289
1490,walking 30m,"[{'mac': 'Device 2', 'rssi': -52}, {'mac': 'Device 1', 'rssi': -43}]",290
1491,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",292
1492,walking 30m,"[{'mac': 'Device 1', 'rssi': -45}, {'mac': 'Device 2', 'rssi': -51}]",293
1493,walking 30m,"[{'mac': 'Device 1', 'rssi': -47}, {'mac': 'Device 2', 'rssi': -55}]",295
1494,walking 30m,"[{'mac': 'Device 1', 'rssi': -45}]",296
1495,walking 30m,"[{'mac': 'Device 1', 'rssi': -56}]",298
1496,walking 30m,"[{'mac': 'Device 2', 'rssi': -51}]",299
1497,walking 30m,"[{'mac': 'Device 2', 'rssi': -59}]",301
1498,walking 30m,"[{'mac': 'Device 2', 'rssi': -59}, {'mac': 'Device 1', 'rssi': -59}]",303
1499,walking 30m,"[{'mac': 'Device 2', 'rssi': -61}, {'mac': 'Device 1', 'rssi': -51}]",304
1500,walking 30m,"[{'mac': 'Device 2', 'rssi': -49}]",306
1501,walking 30m,"[{'mac': 'Device 2', 'rssi': -53}]",308
1502,walking 30m,"[{'mac': 'Device 2', 'rssi': -47}]",309
1503,walking 30m,"[{'mac': 'Device 1', 'rssi': -55}]",312
1504,walking 30m,"[{'mac': 'Device 1', 'rssi': -53}, {'mac': 'Device 2', 'rssi': -47}]",314
